"['#Date/Time of Update: 2020-03-09 18:02:22 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score']"
"['', '43852', '2018-04-30', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '2', '3', '0', '0', '0', '1', '0', '0', '0', '2', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43857', '2018-04-30', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '2', '3', '0', '0', '0', '1', '0', '0', '0', '0', '2', '1', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43853', '2018-04-30', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '6', '10', '3', '0', '0', '1', '0', '5', '2', '1', '0', '1', '0', '0', '0', '2', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43854', '2018-04-30', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '6', '5', '0', '0', '0', '0', '0', '0', '1', '2', '2', '3', '0', '0', '3', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43855', '2018-04-30', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '4', '7', '0', '0', '2', '1', '0', '4', '2', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43856', '2018-04-30', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '3', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43858', '2018-04-30', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '1', '2', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43859', '2018-04-30', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '7', '5', '0', '0', '2', '0', '0', '0', '3', '1', '1', '2', '0', '1', '0', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43860', '2018-04-30', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '5', '8', '0', '0', '0', '3', '0', '0', '0', '1', '0', '1', '2', '0', '1', '2', '2', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43861', '2018-04-30', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '5', '6', '0', '3', '0', '0', '0', '0', '1', '0', '1', '0', '3', '0', '0', '0', '0', '0', '0', '3', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43862', '2018-05-01', '22:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '8', '6', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '4', '2', '0', '0', '0', '4', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43863', '2018-05-01', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '4', '12', '0', '0', '0', '0', '0', '1', '0', '1', '0', '4', '0', '6', '2', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43864', '2018-05-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '3', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43865', '2018-05-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '7', '6', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '2', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '1', '3', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43866', '2018-05-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '7', '6', '3', '3', '0', '0', '0', '0', '0', '0', '2', '0', '1', '1', '1', '1', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43867', '2018-05-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43868', '2018-05-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '1', '2', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43869', '2018-05-01', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '3', '1', '2', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43870', '2018-05-01', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43871', '2018-05-01', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '7', '4', '0', '2', '0', '0', '0', '0', '0', '0', '2', '0', '1', '2', '0', '0', '1', '0', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43872', '2018-05-01', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '2', '3', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43873', '2018-05-01', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '3', '4', '0', '0', '0', '1', '2', '0', '1', '0', '0', '1', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43874', '2018-05-01', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '2', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43875', '2018-05-01', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '3', '6', '1', '0', '0', '1', '0', '0', '0', '0', '0', '3', '0', '1', '2', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43876', '2018-05-01', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '3', '2', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43877', '2018-05-02', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '113', 'BOS', 'Boston', 'Red Sox', '114', 'Fenway Park', '4', '5', '1', '0', '2', '0', '0', '0', '0', '3', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43878', '2018-05-02', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '115', 'TB', 'Tampa Bay', 'Rays', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '2', '3', '1', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43879', '2018-05-02', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '121', 'TEX', 'Texas', 'Rangers', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '4', '12', '0', '4', '1', '5', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '1', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43880', '2018-05-02', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '0', '4', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43881', '2018-05-02', '17:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '2', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '2', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43882', '2018-05-02', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '11', '2', '2', '0', '1', '0', '1', '0', '0', '1', '2', '0', '0', '1', '0', '0', '5', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43883', '2018-05-02', '19:45:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '4', '9', '0', '3', '0', '0', '2', '2', '0', '2', '1', '0', '0', '2', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43884', '2018-05-02', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '3', '9', '1', '2', '0', '0', '1', '1', '0', '1', '0', '4', '1', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43885', '2018-05-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '7', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '4', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43886', '2018-05-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '3', '1', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43887', '2018-05-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '6', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43888', '2018-05-02', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '4', '0', '2', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43889', '2018-05-02', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '2', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43890', '2018-05-02', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '7', '10', '1', '2', '0', '0', '0', '0', '0', '2', '0', '3', '0', '2', '0', '0', '1', '1', '5', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43891', '2018-05-02', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '3', '2', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43892', '2018-05-03', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43639', '2018-05-03', '17:10:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '13', '11', '0', '0', '2', '0', '0', '0', '3', '7', '0', '0', '2', '0', '1', '0', '1', '2', '0', '0', '0', '0', '4', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43893', '2018-05-03', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '11', '0', '3', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '5', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43898', '2018-05-03', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '114', 'NYY', 'New York', 'Yankees', '122', 'HOU', 'Houston', 'Astros', '120', 'Minute Maid Park', '6', '5', '0', '0', '2', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0', '1', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43894', '2018-05-03', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '6', '10', '0', '2', '0', '0', '2', '2', '1', '1', '2', '2', '1', '3', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43895', '2018-05-03', '19:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '137', 'LAD', 'Los Angeles', 'Dodgers', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '5', '2', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '4', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43654', '2018-05-03', '22:10:00 GMT', 'POSTPONED', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '4', '13', '0', '0', '1', '0', '0', '1', '1', '1', '0', '9', '0', '1', '0', '1', '1', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43896', '2018-05-03', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '5', '11', '0', '0', '0', '2', '1', '2', '2', '6', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43897', '2018-05-03', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '119', 'CWS', 'Chicago', 'White Sox', '132', 'Guaranteed Rate Field', '5', '6', '0', '0', '0', '0', '2', '1', '3', '2', '0', '1', '0', '1', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43899', '2018-05-03', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '124', 'LAA', 'Los Angeles', 'Angels', '105', 'Angel Stadium', '3', '12', '0', '5', '0', '3', '0', '0', '0', '4', '0', '0', '2', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43900', '2018-05-03', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '1', '4', '0', '1', '0', '0', '0', '3', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43901', '2018-05-04', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '6', '7', '0', '0', '0', '0', '0', '0', '0', '4', '0', '1', '0', '0', '0', '0', '5', '1', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43902', '2018-05-04', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '3', '7', '0', '3', '0', '4', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43903', '2018-05-04', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '8', '7', '5', '2', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '2', '0', '3', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43904', '2018-05-04', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '1', '4', '0', '4', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43905', '2018-05-04', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '112', 'TOR', 'Toronto', 'Blue Jays', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '2', '6', '1', '0', '0', '0', '0', '1', '0', '2', '0', '0', '0', '0', '0', '1', '1', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '43906', '2018-05-04', '23:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '9', '4', '0', '2', '6', '0', '0', '1', '0', '0', '0', '0', '0', '0', '2', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
