"['#Date/Time of Update: 2020-03-10 12:22:17 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score', '#Inning 18 Away Score', '#Inning 18 Home Score', '#Inning 19 Away Score', '#Inning 19 Home Score']"
"['', '51235', '2019-03-31', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '5', '0', '1', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51238', '2019-03-31', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '1', '3', '0', '1', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51233', '2019-03-31', '17:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '5', '6', '0', '0', '0', '0', '1', '3', '0', '0', '0', '1', '1', '1', '0', '0', '3', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51231', '2019-03-31', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '134', 'MIL', 'Milwaukee', 'Brewers', '119', 'Miller Park', '4', '5', '0', '1', '0', '0', '0', '0', '2', '0', '2', '0', '0', '0', '0', '2', '0', '0', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51232', '2019-03-31', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '116', 'CLE', 'Cleveland', 'Indians', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '3', '9', '0', '0', '0', '1', '0', '0', '0', '2', '0', '5', '0', '0', '0', '0', '3', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51239', '2019-03-31', '18:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '6', '3', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '2', '0', '2', '2', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51230', '2019-03-31', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '10', '11', '0', '0', '1', '0', '2', '0', '1', '5', '0', '0', '4', '1', '0', '4', '2', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51229', '2019-03-31', '20:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '1', '2', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51226', '2019-03-31', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '7', '8', '0', '3', '0', '0', '0', '1', '7', '1', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51227', '2019-03-31', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '123', 'SEA', 'Seattle', 'Mariners', '128', 'T-Mobile Park', '8', '10', '3', '0', '0', '2', '0', '7', '3', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51228', '2019-03-31', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '1', '3', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '1', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51225', '2019-03-31', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '0', '5', '0', '0', '0', '0', '0', '1', '0', '0', '0', '2', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51221', '2019-04-01', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '6', '5', '0', '3', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '3', '0', '1', '1', '1', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51220', '2019-04-01', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '3', '5', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '3', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51218', '2019-04-01', '22:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '1', '3', '0', '0', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51219', '2019-04-01', '22:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '4', '3', '3', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '1', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51217', '2019-04-01', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '6', '5', '4', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51215', '2019-04-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '0', '8', '0', '4', '0', '0', '0', '1', '0', '0', '0', '2', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51216', '2019-04-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '7', '3', '0', '2', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '0', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51223', '2019-04-01', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '1', '7', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '1', '3', '0', '1', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51224', '2019-04-01', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '2', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51214', '2019-04-01', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '0', '7', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '2', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51212', '2019-04-01', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '10', '3', '2', '0', '1', '0', '2', '0', '0', '0', '4', '0', '0', '3', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51213', '2019-04-01', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '123', 'SEA', 'Seattle', 'Mariners', '128', 'T-Mobile Park', '3', '6', '0', '4', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51222', '2019-04-01', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '4', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '1', '0', '3', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51207', '2019-04-02', '22:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '3', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51206', '2019-04-02', '22:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '4', '3', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '3', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51205', '2019-04-02', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '8', '2', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '4', '2', '0', '0', '2', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51204', '2019-04-02', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51203', '2019-04-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '6', '5', '5', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '2', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51209', '2019-04-02', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '0', '4', '0', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51210', '2019-04-02', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '4', '6', '1', '0', '1', '2', '0', '0', '0', '0', '1', '2', '1', '0', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51211', '2019-04-02', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '5', '4', '0', '1', '0', '0', '0', '0', '1', '1', '2', '0', '0', '1', '0', '0', '0', '1', '1', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51202', '2019-04-02', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51200', '2019-04-02', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '7', '5', '0', '2', '0', '0', '0', '0', '4', '0', '0', '0', '2', '1', '1', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51201', '2019-04-02', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '123', 'SEA', 'Seattle', 'Mariners', '128', 'T-Mobile Park', '1', '2', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51208', '2019-04-02', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '5', '6', '0', '0', '0', '0', '0', '5', '0', '0', '0', '0', '2', '0', '0', '1', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51194', '2019-04-03', '16:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '135', 'CIN', 'Cincinnati', 'Reds', '116', 'Great American Ball Park', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51193', '2019-04-03', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '129', 'PHI', 'Philadelphia', 'Phillies', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '8', '9', '2', '3', '0', '0', '0', '3', '2', '0', '0', '0', '0', '0', '0', '0', '4', '2', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51196', '2019-04-03', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '8', '3', '3', '1', '1', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '2', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51197', '2019-04-03', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '138', 'COL', 'Colorado', 'Rockies', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51199', '2019-04-03', '17:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '120', 'MIN', 'Minnesota', 'Twins', '118', 'KC', 'Kansas City', 'Royals', '117', 'Kauffman Stadium', '7', '6', '0', '1', '1', '0', '0', '0', '2', '0', '0', '5', '1', '0', '0', '0', '2', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51192', '2019-04-03', '19:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '139', 'SD', 'San Diego', 'Padres', '124', 'Petco Park', '1', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '2', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51191', '2019-04-03', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '2', '1', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51190', '2019-04-03', '20:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '3', '5', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51189', '2019-04-03', '22:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '128', 'MIA', 'Miami', 'Marlins', '118', 'Marlins Park', '6', '4', '0', '0', '1', '0', '2', '0', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '4', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51188', '2019-04-03', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '133', 'STL', 'St. Louis', 'Cardinals', '132', 'PIT', 'Pittsburgh', 'Pirates', '125', 'PNC Park', '5', '4', '0', '0', '0', '2', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '0', '2', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51187', '2019-04-03', '23:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '131', 'CHC', 'Chicago', 'Cubs', '130', 'ATL', 'Atlanta', 'Braves', '136', 'SunTrust Park', '4', '6', '0', '0', '1', '0', '0', '2', '0', '0', '0', '0', '2', '0', '1', '0', '0', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51198', '2019-04-03', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '0', '4', '0', '1', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51186', '2019-04-03', '02:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '125', 'OAK', 'Oakland', 'Athletics', '64', 'RingCentral Coliseum', '6', '3', '0', '0', '0', '1', '0', '0', '0', '2', '1', '0', '2', '0', '0', '0', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51195', '2019-04-03', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '3', '5', '0', '2', '0', '0', '0', '0', '3', '0', '0', '0', '0', '0', '0', '2', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51182', '2019-04-04', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '4', '5', '1', '2', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '2', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '51183', '2019-04-04', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '126', 'WAS', 'Washington', 'Nationals', '127', 'NYM', 'New York', 'Mets', '109', 'Citi Field', '4', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
