"['#Date/Time of Update: 2020-03-08 16:34:29 GMT', '#Game ID', '#Game Date', '#Game Time', '#Schedule Status', '#Played Status', '#Current Inning', '#Current Inning Half', '#Current Intermission', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Venue ID', '#Venue Name', '#Away Score Total', '#Home Score Total', '#Inning 1 Away Score', '#Inning 1 Home Score', '#Inning 2 Away Score', '#Inning 2 Home Score', '#Inning 3 Away Score', '#Inning 3 Home Score', '#Inning 4 Away Score', '#Inning 4 Home Score', '#Inning 5 Away Score', '#Inning 5 Home Score', '#Inning 6 Away Score', '#Inning 6 Home Score', '#Inning 7 Away Score', '#Inning 7 Home Score', '#Inning 8 Away Score', '#Inning 8 Home Score', '#Inning 9 Away Score', '#Inning 9 Home Score', '#Inning 10 Away Score', '#Inning 10 Home Score', '#Inning 11 Away Score', '#Inning 11 Home Score', '#Inning 12 Away Score', '#Inning 12 Home Score', '#Inning 13 Away Score', '#Inning 13 Home Score', '#Inning 14 Away Score', '#Inning 14 Home Score', '#Inning 15 Away Score', '#Inning 15 Home Score', '#Inning 16 Away Score', '#Inning 16 Home Score', '#Inning 17 Away Score', '#Inning 17 Home Score', '#Inning 18 Away Score', '#Inning 18 Home Score', '#Inning 19 Away Score', '#Inning 19 Home Score']"
"['', '39600', '2017-07-05', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '9', '6', '1', '0', '5', '0', '1', '3', '1', '1', '0', '0', '0', '2', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38617', '2017-07-05', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '3', '5', '0', '0', '0', '2', '0', '0', '1', '2', '0', '0', '2', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '37871', '2017-07-05', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39326', '2017-07-05', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '9', '6', '4', '2', '0', '3', '0', '1', '0', '0', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39100', '2017-07-06', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '136', 'SF', 'San Francisco', 'Giants', '117', 'DET', 'Detroit', 'Tigers', '111', 'Comerica Park', '2', '6', '0', '1', '0', '3', '0', '1', '0', '0', '0', '0', '2', '0', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39601', '2017-07-06', '17:45:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '3', '4', '1', '0', '0', '1', '1', '2', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '42062', '2017-07-06', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '11', '2', '2', '0', '0', '0', '7', '1', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38618', '2017-07-06', '19:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '6', '3', '1', '0', '0', '1', '1', '0', '0', '0', '1', '1', '0', '0', '0', '0', '3', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '40015', '2017-07-06', '22:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '6', '3', '0', '0', '0', '0', '0', '1', '3', '0', '0', '0', '0', '0', '0', '2', '3', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38032', '2017-07-06', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '5', '2', '0', '0', '0', '1', '1', '0', '1', '0', '0', '1', '1', '0', '2', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39220', '2017-07-06', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '4', '7', '0', '0', '1', '0', '0', '0', '0', '1', '1', '5', '0', '1', '1', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38337', '2017-07-06', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '1', '4', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '2', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38747', '2017-07-06', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '2', '11', '0', '3', '0', '0', '0', '2', '0', '0', '2', '1', '0', '3', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38187', '2017-07-06', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '4', '6', '0', '0', '2', '0', '0', '6', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '37872', '2017-07-06', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '140', 'ARI', 'Arizona', 'Diamondbacks', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '4', '5', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '2', '0', '1', '4', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39946', '2017-07-06', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '7', '4', '3', '0', '0', '0', '0', '0', '0', '0', '4', '1', '0', '0', '0', '0', '0', '0', '0', '3', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38488', '2017-07-07', '18:20:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '1', '6', '0', '0', '0', '0', '0', '0', '0', '3', '0', '0', '0', '1', '1', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '40016', '2017-07-07', '22:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '4', '3', '1', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '0', '2', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39689', '2017-07-07', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '9', '4', '0', '0', '0', '1', '0', '0', '2', '2', '0', '1', '2', '0', '5', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38033', '2017-07-07', '23:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '4', '5', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '2', '0', '0', '3', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39221', '2017-07-07', '23:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '12', '2', '2', '0', '6', '0', '1', '0', '0', '0', '1', '1', '0', '0', '2', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38338', '2017-07-07', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '8', '3', '0', '0', '0', '0', '4', '0', '1', '2', '2', '0', '0', '0', '0', '1', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38748', '2017-07-07', '23:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '2', '11', '0', '0', '0', '0', '0', '5', '1', '0', '0', '0', '1', '4', '0', '2', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39414', '2017-07-07', '00:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '0', '10', '0', '3', '0', '5', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38188', '2017-07-07', '00:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '6', '9', '2', '0', '0', '0', '4', '0', '0', '2', '0', '5', '0', '0', '0', '0', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39819', '2017-07-07', '00:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '6', '5', '1', '0', '1', '0', '0', '2', '2', '2', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38874', '2017-07-07', '00:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '4', '12', '0', '4', '1', '2', '0', '0', '0', '1', '0', '1', '0', '2', '2', '0', '0', '2', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '37873', '2017-07-07', '01:40:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '3', '6', '0', '0', '0', '2', '0', '0', '0', '1', '0', '1', '0', '0', '0', '2', '0', '0', '3', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39327', '2017-07-07', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '1', '4', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39947', '2017-07-07', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '2', '7', '0', '1', '0', '0', '2', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39602', '2017-07-07', '02:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '6', '1', '4', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39690', '2017-07-08', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '3', '5', '3', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '0', '0', '0', '3', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39222', '2017-07-08', '17:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '2', '7', '0', '0', '0', '0', '1', '0', '0', '0', '0', '3', '0', '0', '0', '4', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38189', '2017-07-08', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '5', '1', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '2', '0', '0', '0', '1', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38034', '2017-07-08', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '13', '0', '0', '0', '2', '0', '4', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '4', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '40017', '2017-07-08', '20:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '2', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '2', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39820', '2017-07-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '127', 'NYM', 'New York', 'Mets', '133', 'STL', 'St. Louis', 'Cardinals', '107', 'Busch Stadium', '1', '4', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '1', '1', '0', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38339', '2017-07-08', '20:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38489', '2017-07-08', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '4', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '3', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38749', '2017-07-08', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '117', 'DET', 'Detroit', 'Tigers', '116', 'CLE', 'Cleveland', 'Indians', '126', 'Progressive Field', '0', '4', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39328', '2017-07-08', '23:15:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '118', 'KC', 'Kansas City', 'Royals', '137', 'LAD', 'Los Angeles', 'Dodgers', '113', 'Dodger Stadium', '4', '5', '0', '0', '0', '2', '0', '1', '1', '0', '1', '0', '0', '0', '1', '0', '1', '1', '0', '0', '0', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39415', '2017-07-08', '01:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '124', 'LAA', 'Los Angeles', 'Angels', '121', 'TEX', 'Texas', 'Rangers', '115', 'Globe Life Park in Arlington', '2', '5', '0', '1', '1', '0', '0', '2', '0', '0', '0', '0', '0', '2', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38875', '2017-07-08', '01:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '119', 'CWS', 'Chicago', 'White Sox', '138', 'COL', 'Colorado', 'Rockies', '112', 'Coors Field', '5', '4', '3', '2', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39603', '2017-07-08', '02:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '128', 'MIA', 'Miami', 'Marlins', '136', 'SF', 'San Francisco', 'Giants', '106', 'AT&T Park', '5', '4', '2', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '2', '0', '0', '0', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '37874', '2017-07-08', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '135', 'CIN', 'Cincinnati', 'Reds', '140', 'ARI', 'Arizona', 'Diamondbacks', '108', 'Chase Field', '7', '0', '3', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '2', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39948', '2017-07-08', '02:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '125', 'OAK', 'Oakland', 'Athletics', '123', 'SEA', 'Seattle', 'Mariners', '128', 'Safeco Field', '4', '3', '0', '0', '1', '0', '1', '2', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39691', '2017-07-09', '17:05:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '134', 'MIL', 'Milwaukee', 'Brewers', '114', 'NYY', 'New York', 'Yankees', '134', 'Yankee Stadium', '5', '3', '3', '0', '1', '0', '0', '0', '0', '3', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '39223', '2017-07-09', '17:07:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '122', 'HOU', 'Houston', 'Astros', '112', 'TOR', 'Toronto', 'Blue Jays', '127', 'Rogers Centre', '19', '1', '0', '0', '5', '0', '0', '0', '1', '0', '0', '0', '3', '0', '6', '0', '0', '0', '4', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38340', '2017-07-09', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '113', 'BOS', 'Boston', 'Red Sox', '115', 'TB', 'Tampa Bay', 'Rays', '130', 'Tropicana Field', '3', '5', '1', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '2', '1', '0', '2', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38490', '2017-07-09', '17:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '132', 'PIT', 'Pittsburgh', 'Pirates', '131', 'CHC', 'Chicago', 'Cubs', '133', 'Wrigley Field', '14', '3', '10', '0', '0', '1', '0', '0', '2', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38035', '2017-07-09', '17:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '130', 'ATL', 'Atlanta', 'Braves', '126', 'WAS', 'Washington', 'Nationals', '121', 'Nationals Park', '5', '10', '0', '3', '0', '0', '3', '0', '0', '1', '0', '2', '2', '0', '0', '1', '0', '3', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '40018', '2017-07-09', '17:35:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '139', 'SD', 'San Diego', 'Padres', '129', 'PHI', 'Philadelphia', 'Phillies', '110', 'Citizens Bank Park', '1', '7', '0', '0', '0', '2', '0', '2', '0', '0', '0', '0', '0', '1', '0', '2', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
"['', '38190', '2017-07-09', '18:10:00 GMT', 'NORMAL', 'COMPLETED', '', '', '', '111', 'BAL', 'Baltimore', 'Orioles', '120', 'MIN', 'Minnesota', 'Twins', '129', 'Target Field', '11', '5', '3', '0', '2', '4', '0', '0', '0', '0', '4', '0', '0', '0', '0', '0', '2', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
