,Game Date,Game Time,Away Team Abbr.,Away Team Name,Home Team Abbr.,Home Team Name,Away Score Total,Home Score Total,,Team Abbr.,Stadium Latitude,Stadium Longitude,ÆTime | EST = 0
284,4/25/16,01:40:00 GMT,STL,Cardinals,ARI,Diamondbacks,7,12,,,,,
285,4/25/16,02:05:00 GMT,KC,Royals,LAA,Angels,1,6,,,,,
286,4/25/16,02:10:00 GMT,HOU,Astros,SEA,Mariners,2,3,,,,,
287,4/25/16,02:10:00 GMT,MIA,Marlins,LAD,Dodgers,3,2,,,,,
288,4/25/16,02:15:00 GMT,SD,Padres,SF,Giants,4,5,,,,,
289,4/26/16,23:05:00 GMT,PHI,Phillies,WAS,Nationals,4,3,,,,,
290,4/26/16,23:07:00 GMT,CWS,White Sox,TOR,Blue Jays,10,1,,,,,
291,4/26/16,23:10:00 GMT,OAK,Athletics,DET,Tigers,5,1,,,,,
292,4/26/16,23:10:00 GMT,BOS,Red Sox,ATL,Braves,11,4,,,,,
293,4/26/16,23:10:00 GMT,BAL,Orioles,TB,Rays,1,3,,,,,
294,4/26/16,23:10:00 GMT,CIN,Reds,NYM,Mets,3,4,,,,,
295,4/26/16,00:05:00 GMT,MIL,Brewers,CHC,Cubs,3,4,,,,,
296,4/26/16,00:05:00 GMT,NYY,Yankees,TEX,Rangers,1,10,,,,,
297,4/26/16,00:10:00 GMT,CLE,Indians,MIN,Twins,5,6,,,,,
298,4/26/16,00:40:00 GMT,PIT,Pirates,COL,Rockies,9,4,,,,,
299,4/26/16,01:40:00 GMT,STL,Cardinals,ARI,Diamondbacks,8,2,,,,,
300,4/26/16,02:05:00 GMT,KC,Royals,LAA,Angels,4,9,,,,,
301,4/26/16,02:10:00 GMT,HOU,Astros,SEA,Mariners,1,11,,,,,
302,4/26/16,02:10:00 GMT,MIA,Marlins,LAD,Dodgers,6,3,,,,,
303,4/26/16,02:15:00 GMT,SD,Padres,SF,Giants,0,1,,,,,
304,4/27/16,19:45:00 GMT,SD,Padres,SF,Giants,9,13,,,,,
305,4/27/16,23:05:00 GMT,PHI,Phillies,WAS,Nationals,3,0,,,,,
306,4/27/16,23:07:00 GMT,CWS,White Sox,TOR,Blue Jays,4,0,,,,,
307,4/27/16,23:10:00 GMT,OAK,Athletics,DET,Tigers,4,9,,,,,
308,4/27/16,23:10:00 GMT,ATL,Braves,BOS,Red Sox,4,9,,,,,
309,4/27/16,23:10:00 GMT,BAL,Orioles,TB,Rays,3,1,,,,,
310,4/27/16,23:10:00 GMT,CIN,Reds,NYM,Mets,2,5,,,,,
311,4/27/16,00:05:00 GMT,NYY,Yankees,TEX,Rangers,2,3,,,,,
312,4/27/16,00:10:00 GMT,CLE,Indians,MIN,Twins,6,5,,,,,
313,4/27/16,00:40:00 GMT,PIT,Pirates,COL,Rockies,9,8,,,,,
314,4/27/16,01:40:00 GMT,STL,Cardinals,ARI,Diamondbacks,11,4,,,,,
315,4/27/16,02:05:00 GMT,KC,Royals,LAA,Angels,2,4,,,,,
316,4/27/16,02:10:00 GMT,HOU,Astros,SEA,Mariners,7,4,,,,,
317,4/27/16,02:10:00 GMT,MIA,Marlins,LAD,Dodgers,2,0,,,,,
318,4/28/16,17:10:00 GMT,OAK,Athletics,DET,Tigers,3,7,,,,,
319,4/28/16,18:20:00 GMT,MIL,Brewers,CHC,Cubs,2,7,,,,,
320,4/28/16,20:05:00 GMT,PHI,Phillies,WAS,Nationals,3,0,,,,,
321,4/28/16,23:05:00 GMT,CWS,White Sox,BAL,Orioles,2,10,,,,,
322,4/28/16,23:10:00 GMT,ATL,Braves,BOS,Red Sox,5,3,,,,,
323,4/28/16,01:40:00 GMT,STL,Cardinals,ARI,Diamondbacks,0,3,,,,,
324,4/28/16,02:10:00 GMT,MIA,Marlins,LAD,Dodgers,5,3,,,,,
325,4/29/16,18:20:00 GMT,ATL,Braves,CHC,Cubs,1,6,,,,,
326,4/29/16,23:05:00 GMT,CWS,White Sox,BAL,Orioles,3,6,,,,,
327,4/29/16,23:05:00 GMT,CIN,Reds,PIT,Pirates,1,4,,,,,
328,4/29/16,23:05:00 GMT,CLE,Indians,PHI,Phillies,3,4,,,,,
329,4/29/16,23:10:00 GMT,NYY,Yankees,BOS,Red Sox,2,4,,,,,
330,4/29/16,23:10:00 GMT,SF,Giants,NYM,Mets,1,13,,,,,
331,4/29/16,23:10:00 GMT,TOR,Blue Jays,TB,Rays,6,1,,,,,
332,4/29/16,00:05:00 GMT,LAA,Angels,TEX,Rangers,2,4,,,,,
333,4/29/16,00:10:00 GMT,MIA,Marlins,MIL,Brewers,6,3,,,,,
334,4/29/16,00:10:00 GMT,DET,Tigers,MIN,Twins,9,2,,,,,
335,4/29/16,00:15:00 GMT,WAS,Nationals,STL,Cardinals,5,4,,,,,
336,4/29/16,01:40:00 GMT,COL,Rockies,ARI,Diamondbacks,9,0,,,,,
337,4/29/16,02:05:00 GMT,HOU,Astros,OAK,Athletics,4,7,,,,,
338,4/29/16,02:10:00 GMT,KC,Royals,SEA,Mariners,0,1,,,,,
339,4/29/16,02:10:00 GMT,SD,Padres,LAD,Dodgers,5,1,,,,,
340,4/30/16,18:10:00 GMT,DET,Tigers,MIN,Twins,4,1,,,,,
341,4/30/16,18:15:00 GMT,WAS,Nationals,STL,Cardinals,6,1,,,,,
342,4/30/16,20:05:00 GMT,SF,Giants,NYM,Mets,5,6,,,,,
343,4/30/16,20:05:00 GMT,HOU,Astros,OAK,Athletics,0,2,,,,,
344,4/30/16,22:10:00 GMT,TOR,Blue Jays,TB,Rays,3,4,,,,,
345,4/30/16,23:05:00 GMT,CWS,White Sox,BAL,Orioles,8,7,,,,,
346,4/30/16,23:05:00 GMT,CIN,Reds,PIT,Pirates,1,5,,,,,
347,4/30/16,23:05:00 GMT,CLE,Indians,PHI,Phillies,3,4,,,,,
348,4/30/16,23:10:00 GMT,MIA,Marlins,MIL,Brewers,7,5,,,,,
349,4/30/16,23:10:00 GMT,NYY,Yankees,BOS,Red Sox,0,8,,,,,
350,4/30/16,00:05:00 GMT,LAA,Angels,TEX,Rangers,2,7,,,,,
351,4/30/16,00:10:00 GMT,COL,Rockies,ARI,Diamondbacks,5,2,,,,,
352,4/30/16,01:10:00 GMT,SD,Padres,LAD,Dodgers,5,2,,,,,
353,4/30/16,02:10:00 GMT,KC,Royals,SEA,Mariners,0,6,,,,,
354,5/1/16,17:10:00 GMT,SF,Giants,NYM,Mets,6,1,,,,,
355,5/1/16,17:10:00 GMT,TOR,Blue Jays,TB,Rays,5,1,,,,,
356,5/1/16,17:35:00 GMT,CWS,White Sox,BAL,Orioles,7,1,,,,,
357,5/1/16,17:35:00 GMT,CIN,Reds,PIT,Pirates,6,5,,,,,
358,5/1/16,18:10:00 GMT,DET,Tigers,MIN,Twins,6,5,,,,,
359,5/1/16,18:10:00 GMT,MIA,Marlins,MIL,Brewers,5,14,,,,,
360,5/1/16,18:15:00 GMT,WAS,Nationals,STL,Cardinals,6,1,,,,,
361,5/1/16,18:20:00 GMT,ATL,Braves,CHC,Cubs,4,3,,,,,
362,5/1/16,18:35:00 GMT,CLE,Indians,PHI,Phillies,1,2,,,,,
363,5/1/16,19:05:00 GMT,LAA,Angels,TEX,Rangers,9,6,,,,,
364,5/1/16,20:05:00 GMT,HOU,Astros,OAK,Athletics,2,1,,,,,
365,5/1/16,20:10:00 GMT,KC,Royals,SEA,Mariners,4,1,,,,,
366,5/1/16,20:10:00 GMT,SD,Padres,LAD,Dodgers,0,1,,,,,
367,5/1/16,20:10:00 GMT,COL,Rockies,ARI,Diamondbacks,6,3,,,,,
368,5/1/16,00:05:00 GMT,NYY,Yankees,BOS,Red Sox,7,8,,,,,
369,5/2/16,23:05:00 GMT,CHC,Cubs,PIT,Pirates,7,2,,,,,
370,5/2/16,23:07:00 GMT,TEX,Rangers,TOR,Blue Jays,2,1,,,,,
371,5/2/16,23:10:00 GMT,ATL,Braves,NYM,Mets,1,4,,,,,
372,5/2/16,23:10:00 GMT,SF,Giants,CIN,Reds,9,6,,,,,
373,5/2/16,23:20:00 GMT,LAA,Angels,MIL,Brewers,5,8,,,,,
374,5/2/16,00:10:00 GMT,MIN,Twins,HOU,Astros,6,2,,,,,
375,5/2/16,00:15:00 GMT,WAS,Nationals,KC,Royals,2,0,,,,,
376,5/2/16,00:15:00 GMT,PHI,Phillies,STL,Cardinals,3,10,,,,,
377,5/2/16,02:05:00 GMT,SEA,Mariners,OAK,Athletics,4,3,,,,,
378,5/2/16,02:10:00 GMT,COL,Rockies,SD,Padres,1,2,,,,,
379,5/3/16,22:10:00 GMT,DET,Tigers,CLE,Indians,3,7,,,,,
380,5/3/16,23:05:00 GMT,NYY,Yankees,BAL,Orioles,1,4,,,,,
381,5/3/16,23:05:00 GMT,CHC,Cubs,PIT,Pirates,7,1,,,,,
382,5/3/16,23:07:00 GMT,TEX,Rangers,TOR,Blue Jays,1,3,,,,,
383,5/3/16,23:10:00 GMT,ARI,Diamondbacks,MIA,Marlins,4,7,,,,,
384,5/3/16,23:10:00 GMT,ATL,Braves,NYM,Mets,3,0,,,,,
385,5/3/16,23:10:00 GMT,SF,Giants,CIN,Reds,3,1,,,,,
386,5/3/16,23:10:00 GMT,LAD,Dodgers,TB,Rays,10,5,,,,,
387,5/3/16,00:10:00 GMT,MIN,Twins,HOU,Astros,4,6,,,,,
388,5/3/16,00:10:00 GMT,LAA,Angels,MIL,Brewers,4,5,,,,,
389,5/3/16,00:10:00 GMT,BOS,Red Sox,CWS,White Sox,1,4,,,,,
390,5/3/16,00:15:00 GMT,PHI,Phillies,STL,Cardinals,1,0,,,,,
391,5/3/16,00:15:00 GMT,WAS,Nationals,KC,Royals,6,7,,,,,
392,5/3/16,02:05:00 GMT,SEA,Mariners,OAK,Athletics,8,2,,,,,
393,5/3/16,02:10:00 GMT,COL,Rockies,SD,Padres,3,6,,,,,
394,5/4/16,16:35:00 GMT,SF,Giants,CIN,Reds,4,7,,,,,
395,5/4/16,17:10:00 GMT,ATL,Braves,NYM,Mets,0,8,,,,,
396,5/4/16,17:35:00 GMT,CHC,Cubs,PIT,Pirates,6,2,,,,,
397,5/4/16,17:40:00 GMT,LAA,Angels,MIL,Brewers,7,3,,,,,
398,5/4/16,18:15:00 GMT,WAS,Nationals,KC,Royals,13,2,,,,,
399,5/4/16,19:35:00 GMT,SEA,Mariners,OAK,Athletics,9,8,,,,,
400,5/4/16,19:40:00 GMT,COL,Rockies,SD,Padres,2,0,,,,,
401,5/4/16,22:10:00 GMT,DET,Tigers,CLE,Indians,0,4,,,,,
402,5/4/16,23:05:00 GMT,NYY,Yankees,BAL,Orioles,7,0,,,,,
403,5/4/16,23:07:00 GMT,TEX,Rangers,TOR,Blue Jays,3,4,,,,,
404,5/4/16,23:10:00 GMT,LAD,Dodgers,TB,Rays,5,8,,,,,
405,5/4/16,23:10:00 GMT,ARI,Diamondbacks,MIA,Marlins,3,4,,,,,
406,5/4/16,00:10:00 GMT,BOS,Red Sox,CWS,White Sox,5,2,,,,,
407,5/4/16,00:10:00 GMT,MIN,Twins,HOU,Astros,4,16,,,,,
408,5/4/16,00:15:00 GMT,PHI,Phillies,STL,Cardinals,4,5,,,,,
409,5/5/16,17:45:00 GMT,PHI,Phillies,STL,Cardinals,0,4,,,,,
410,5/5/16,22:10:00 GMT,DET,Tigers,CLE,Indians,4,9,,,,,
411,5/5/16,23:05:00 GMT,NYY,Yankees,BAL,Orioles,0,1,,,,,
412,5/5/16,23:07:00 GMT,TEX,Rangers,TOR,Blue Jays,2,12,,,,,
413,5/5/16,23:10:00 GMT,ARI,Diamondbacks,MIA,Marlins,0,4,,,,,
414,5/5/16,23:10:00 GMT,MIL,Brewers,CIN,Reds,5,9,,,,,
415,5/5/16,00:05:00 GMT,WAS,Nationals,CHC,Cubs,2,5,,,,,
416,5/5/16,00:10:00 GMT,BOS,Red Sox,CWS,White Sox,7,3,,,,,
417,5/5/16,00:10:00 GMT,SEA,Mariners,HOU,Astros,6,3,,,,,
418,5/5/16,02:10:00 GMT,NYM,Mets,SD,Padres,3,5,,,,,
419,5/5/16,02:15:00 GMT,COL,Rockies,SF,Giants,17,7,,,,,
420,5/6/16,18:20:00 GMT,WAS,Nationals,CHC,Cubs,6,8,,,,,
421,5/6/16,23:05:00 GMT,BOS,Red Sox,NYY,Yankees,2,3,,,,,
422,5/6/16,23:07:00 GMT,LAD,Dodgers,TOR,Blue Jays,2,5,,,,,
423,5/6/16,23:10:00 GMT,KC,Royals,CLE,Indians,1,7,,,,,
424,5/6/16,23:10:00 GMT,TEX,Rangers,DET,Tigers,5,1,,,,,
425,5/6/16,23:10:00 GMT,PHI,Phillies,MIA,Marlins,4,6,,,,,
426,5/6/16,23:10:00 GMT,MIL,Brewers,CIN,Reds,1,5,,,,,
427,5/6/16,23:35:00 GMT,ARI,Diamondbacks,ATL,Braves,7,2,,,,,
428,5/6/16,00:10:00 GMT,MIN,Twins,CWS,White Sox,4,10,,,,,
429,5/6/16,00:10:00 GMT,SEA,Mariners,HOU,Astros,3,6,,,,,
430,5/6/16,00:15:00 GMT,PIT,Pirates,STL,Cardinals,4,2,,,,,
431,5/6/16,02:05:00 GMT,TB,Rays,LAA,Angels,5,2,,,,,
432,5/6/16,02:15:00 GMT,COL,Rockies,SF,Giants,4,6,,,,,
433,5/6/16,02:40:00 GMT,NYM,Mets,SD,Padres,0,2,,,,,
434,5/7/16,17:05:00 GMT,OAK,Athletics,BAL,Orioles,8,4,,,,,
435,5/7/16,17:05:00 GMT,BOS,Red Sox,NYY,Yankees,2,8,,,,,
436,5/7/16,17:07:00 GMT,LAD,Dodgers,TOR,Blue Jays,6,2,,,,,
437,5/7/16,17:10:00 GMT,TEX,Rangers,DET,Tigers,10,5,,,,,
438,5/7/16,18:15:00 GMT,PIT,Pirates,STL,Cardinals,4,6,,,,,
439,5/7/16,20:05:00 GMT,WAS,Nationals,CHC,Cubs,5,8,,,,,
440,5/7/16,20:05:00 GMT,COL,Rockies,SF,Giants,1,2,,,,,
441,5/7/16,20:10:00 GMT,KC,Royals,CLE,Indians,7,0,,,,,
442,5/7/16,23:05:00 GMT,OAK,Athletics,BAL,Orioles,2,5,,,,,
443,5/7/16,23:10:00 GMT,ARI,Diamondbacks,ATL,Braves,4,2,,,,,
444,5/7/16,23:10:00 GMT,MIL,Brewers,CIN,Reds,13,7,,,,,
445,5/7/16,23:10:00 GMT,MIN,Twins,CWS,White Sox,2,7,,,,,
446,5/7/16,23:10:00 GMT,SEA,Mariners,HOU,Astros,3,2,,,,,
447,5/7/16,23:10:00 GMT,PHI,Phillies,MIA,Marlins,4,3,,,,,
448,5/7/16,00:40:00 GMT,NYM,Mets,SD,Padres,6,3,,,,,
449,5/7/16,01:05:00 GMT,TB,Rays,LAA,Angels,4,2,,,,,
450,5/8/16,17:07:00 GMT,LAD,Dodgers,TOR,Blue Jays,4,2,,,,,
451,5/8/16,17:10:00 GMT,KC,Royals,CLE,Indians,4,5,,,,,
452,5/8/16,17:10:00 GMT,TEX,Rangers,DET,Tigers,8,3,,,,,
453,5/8/16,17:10:00 GMT,PHI,Phillies,MIA,Marlins,6,5,,,,,
454,5/8/16,17:10:00 GMT,MIL,Brewers,CIN,Reds,5,4,,,,,
455,5/8/16,17:35:00 GMT,ARI,Diamondbacks,ATL,Braves,5,3,,,,,
456,5/8/16,17:35:00 GMT,OAK,Athletics,BAL,Orioles,3,11,,,,,
457,5/8/16,18:10:00 GMT,MIN,Twins,CWS,White Sox,1,3,,,,,
458,5/8/16,18:10:00 GMT,SEA,Mariners,HOU,Astros,1,5,,,,,
459,5/8/16,18:15:00 GMT,PIT,Pirates,STL,Cardinals,10,5,,,,,
460,5/8/16,18:20:00 GMT,WAS,Nationals,CHC,Cubs,3,4,,,,,
461,5/8/16,19:35:00 GMT,TB,Rays,LAA,Angels,3,1,,,,,
462,5/8/16,20:05:00 GMT,COL,Rockies,SF,Giants,2,0,,,,,
463,5/8/16,20:40:00 GMT,NYM,Mets,SD,Padres,4,3,,,,,
464,5/8/16,00:05:00 GMT,BOS,Red Sox,NYY,Yankees,5,1,,,,,
465,5/9/16,23:05:00 GMT,DET,Tigers,WAS,Nationals,4,5,,,,,
466,5/9/16,23:05:00 GMT,KC,Royals,NYY,Yankees,3,6,,,,,
467,5/9/16,23:10:00 GMT,MIL,Brewers,MIA,Marlins,1,4,,,,,
468,5/9/16,23:10:00 GMT,OAK,Athletics,BOS,Red Sox,7,14,,,,,
469,5/9/16,23:10:00 GMT,PIT,Pirates,CIN,Reds,2,3,,,,,
470,5/9/16,00:05:00 GMT,CWS,White Sox,TEX,Rangers,8,4,,,,,
471,5/9/16,00:10:00 GMT,CLE,Indians,HOU,Astros,1,7,,,,,
472,5/9/16,00:40:00 GMT,ARI,Diamondbacks,COL,Rockies,10,5,,,,,
473,5/9/16,02:10:00 GMT,TB,Rays,SEA,Mariners,2,5,,,,,
474,5/9/16,02:10:00 GMT,NYM,Mets,LAD,Dodgers,4,2,,,,,
475,5/9/16,02:15:00 GMT,TOR,Blue Jays,SF,Giants,3,1,,,,,
476,5/10/16,23:05:00 GMT,DET,Tigers,WAS,Nationals,5,4,,,,,
477,5/10/16,23:05:00 GMT,KC,Royals,NYY,Yankees,7,10,,,,,
478,5/10/16,23:10:00 GMT,MIL,Brewers,MIA,Marlins,10,2,,,,,
479,5/10/16,23:10:00 GMT,PHI,Phillies,ATL,Braves,3,2,,,,,
480,5/10/16,23:10:00 GMT,OAK,Athletics,BOS,Red Sox,5,13,,,,,
481,5/10/16,00:05:00 GMT,SD,Padres,CHC,Cubs,7,8,,,,,
482,5/10/16,00:05:00 GMT,CWS,White Sox,TEX,Rangers,11,13,,,,,
483,5/10/16,00:10:00 GMT,CLE,Indians,HOU,Astros,4,0,,,,,
484,5/10/16,00:10:00 GMT,BAL,Orioles,MIN,Twins,5,3,,,,,
485,5/10/16,00:40:00 GMT,ARI,Diamondbacks,COL,Rockies,5,1,,,,,
486,5/10/16,02:05:00 GMT,STL,Cardinals,LAA,Angels,8,1,,,,,
487,5/10/16,02:10:00 GMT,NYM,Mets,LAD,Dodgers,2,3,,,,,
488,5/10/16,02:10:00 GMT,TB,Rays,SEA,Mariners,4,6,,,,,
489,5/10/16,02:15:00 GMT,TOR,Blue Jays,SF,Giants,4,0,,,,,
490,5/11/16,17:05:00 GMT,SD,Padres,CHC,Cubs,7,4,,,,,
491,5/11/16,17:10:00 GMT,BAL,Orioles,MIN,Twins,9,2,,,,,
492,5/11/16,18:05:00 GMT,CWS,White Sox,TEX,Rangers,5,6,,,,,
493,5/11/16,18:10:00 GMT,CLE,Indians,HOU,Astros,3,5,,,,,
494,5/11/16,19:10:00 GMT,ARI,Diamondbacks,COL,Rockies,7,8,,,,,
495,5/11/16,19:40:00 GMT,TB,Rays,SEA,Mariners,5,6,,,,,
496,5/11/16,19:45:00 GMT,TOR,Blue Jays,SF,Giants,4,5,,,,,
497,5/11/16,23:05:00 GMT,DET,Tigers,WAS,Nationals,2,3,,,,,
498,5/11/16,23:05:00 GMT,KC,Royals,NYY,Yankees,7,3,,,,,
499,5/11/16,23:10:00 GMT,MIL,Brewers,MIA,Marlins,2,3,,,,,
500,5/11/16,23:10:00 GMT,PHI,Phillies,ATL,Braves,1,5,,,,,
501,5/11/16,23:10:00 GMT,OAK,Athletics,BOS,Red Sox,3,13,,,,,
502,5/11/16,23:10:00 GMT,PIT,Pirates,CIN,Reds,5,4,,,,,
503,5/11/16,00:05:00 GMT,SD,Padres,CHC,Cubs,1,0,,,,,
504,5/11/16,02:05:00 GMT,STL,Cardinals,LAA,Angels,5,2,,,,,
505,5/11/16,02:10:00 GMT,NYM,Mets,LAD,Dodgers,4,3,,,,,
506,5/12/16,23:05:00 GMT,KC,Royals,NYY,Yankees,3,7,,,,,
507,5/12/16,23:05:00 GMT,DET,Tigers,BAL,Orioles,5,7,,,,,
508,5/12/16,23:10:00 GMT,PHI,Phillies,ATL,Braves,7,4,,,,,
509,5/12/16,23:10:00 GMT,HOU,Astros,BOS,Red Sox,1,11,,,,,
510,5/12/16,00:10:00 GMT,SD,Padres,MIL,Brewers,3,0,,,,,
511,5/12/16,01:40:00 GMT,SF,Giants,ARI,Diamondbacks,4,2,,,,,
512,5/12/16,02:05:00 GMT,STL,Cardinals,LAA,Angels,12,10,,,,,
513,5/12/16,02:10:00 GMT,NYM,Mets,LAD,Dodgers,0,5,,,,,
514,5/13/16,18:20:00 GMT,PIT,Pirates,CHC,Cubs,4,9,,,,,
515,5/13/16,23:05:00 GMT,DET,Tigers,BAL,Orioles,0,1,,,,,
516,5/13/16,23:05:00 GMT,CIN,Reds,PHI,Phillies,2,3,,,,,
517,5/13/16,23:05:00 GMT,CWS,White Sox,NYY,Yankees,7,1,,,,,
518,5/13/16,23:05:00 GMT,MIA,Marlins,WAS,Nationals,3,5,,,,,
519,5/13/16,23:10:00 GMT,MIN,Twins,CLE,Indians,6,7,,,,,
520,5/13/16,23:10:00 GMT,HOU,Astros,BOS,Red Sox,7,6,,,,,
521,5/13/16,23:10:00 GMT,OAK,Athletics,TB,Rays,6,3,,,,,
522,5/13/16,00:05:00 GMT,TOR,Blue Jays,TEX,Rangers,5,0,,,,,
523,5/13/16,00:10:00 GMT,SD,Padres,MIL,Brewers,0,1,,,,,
524,5/13/16,00:15:00 GMT,ATL,Braves,KC,Royals,1,5,,,,,
525,5/13/16,00:40:00 GMT,NYM,Mets,COL,Rockies,2,5,,,,,
526,5/13/16,01:40:00 GMT,SF,Giants,ARI,Diamondbacks,3,1,,,,,
527,5/13/16,02:10:00 GMT,LAA,Angels,SEA,Mariners,7,6,,,,,
528,5/13/16,02:10:00 GMT,STL,Cardinals,LAD,Dodgers,4,8,,,,,
529,5/14/16,17:05:00 GMT,CWS,White Sox,NYY,Yankees,1,2,,,,,
530,5/14/16,17:05:00 GMT,MIA,Marlins,WAS,Nationals,4,6,,,,,
531,5/14/16,17:05:00 GMT,HOU,Astros,BOS,Red Sox,5,6,,,,,
532,5/14/16,18:20:00 GMT,PIT,Pirates,CHC,Cubs,2,8,,,,,
533,5/14/16,20:10:00 GMT,MIN,Twins,CLE,Indians,6,3,,,,,
534,5/14/16,22:10:00 GMT,OAK,Athletics,TB,Rays,0,6,,,,,
535,5/14/16,23:05:00 GMT,DET,Tigers,BAL,Orioles,3,9,,,,,
536,5/14/16,23:05:00 GMT,CIN,Reds,PHI,Phillies,3,4,,,,,
537,5/14/16,23:05:00 GMT,MIA,Marlins,WAS,Nationals,7,1,,,,,
538,5/14/16,23:10:00 GMT,SD,Padres,MIL,Brewers,8,7,,,,,
539,5/14/16,23:15:00 GMT,ATL,Braves,KC,Royals,5,0,,,,,
540,5/14/16,00:05:00 GMT,TOR,Blue Jays,TEX,Rangers,5,6,,,,,
541,5/14/16,00:10:00 GMT,NYM,Mets,COL,Rockies,4,7,,,,,
542,5/14/16,00:10:00 GMT,SF,Giants,ARI,Diamondbacks,5,3,,,,,
543,5/14/16,01:10:00 GMT,LAA,Angels,SEA,Mariners,9,7,,,,,
544,5/14/16,01:10:00 GMT,STL,Cardinals,LAD,Dodgers,3,5,,,,,
545,5/15/16,17:05:00 GMT,CWS,White Sox,NYY,Yankees,5,7,,,,,
546,5/15/16,17:10:00 GMT,MIN,Twins,CLE,Indians,5,1,,,,,
547,5/15/16,17:10:00 GMT,OAK,Athletics,TB,Rays,7,6,,,,,
548,5/15/16,17:35:00 GMT,MIA,Marlins,WAS,Nationals,5,1,,,,,
549,5/15/16,17:35:00 GMT,DET,Tigers,BAL,Orioles,6,5,,,,,
550,5/15/16,17:35:00 GMT,HOU,Astros,BOS,Red Sox,9,10,,,,,
551,5/15/16,17:35:00 GMT,CIN,Reds,PHI,Phillies,9,4,,,,,
552,5/15/16,18:10:00 GMT,SD,Padres,MIL,Brewers,2,3,,,,,
553,5/15/16,18:15:00 GMT,ATL,Braves,KC,Royals,2,4,,,,,
554,5/15/16,18:20:00 GMT,PIT,Pirates,CHC,Cubs,2,1,,,,,
555,5/15/16,19:05:00 GMT,TOR,Blue Jays,TEX,Rangers,6,7,,,,,
556,5/15/16,20:10:00 GMT,SF,Giants,ARI,Diamondbacks,2,1,,,,,
557,5/15/16,20:10:00 GMT,NYM,Mets,COL,Rockies,3,4,,,,,
558,5/15/16,20:10:00 GMT,LAA,Angels,SEA,Mariners,3,0,,,,,
559,5/15/16,00:05:00 GMT,STL,Cardinals,LAD,Dodgers,5,2,,,,,
560,5/16/16,22:10:00 GMT,CIN,Reds,CLE,Indians,6,15,,,,,
561,5/16/16,23:05:00 GMT,ATL,Braves,PIT,Pirates,5,8,,,,,
562,5/16/16,23:05:00 GMT,MIA,Marlins,PHI,Phillies,5,3,,,,,
563,5/16/16,23:07:00 GMT,TB,Rays,TOR,Blue Jays,13,2,,,,,
564,5/16/16,23:10:00 GMT,MIN,Twins,DET,Tigers,8,10,,,,,
565,5/16/16,01:40:00 GMT,NYY,Yankees,ARI,Diamondbacks,2,12,,,,,
566,5/16/16,02:05:00 GMT,TEX,Rangers,OAK,Athletics,1,3,,,,,
567,5/16/16,02:10:00 GMT,LAA,Angels,LAD,Dodgers,7,6,,,,,
568,5/17/16,22:10:00 GMT,CIN,Reds,CLE,Indians,1,13,,,,,
569,5/17/16,23:05:00 GMT,ATL,Braves,PIT,Pirates,9,12,,,,,
570,5/17/16,23:05:00 GMT,SEA,Mariners,BAL,Orioles,10,0,,,,,
571,5/17/16,23:05:00 GMT,MIA,Marlins,PHI,Phillies,1,3,,,,,
572,5/17/16,23:07:00 GMT,TB,Rays,TOR,Blue Jays,12,2,,,,,
573,5/17/16,23:10:00 GMT,WAS,Nationals,NYM,Mets,0,2,,,,,
574,5/17/16,23:10:00 GMT,MIN,Twins,DET,Tigers,2,7,,,,,
575,5/17/16,00:10:00 GMT,HOU,Astros,CWS,White Sox,6,5,,,,,
576,5/17/16,00:10:00 GMT,CHC,Cubs,MIL,Brewers,2,4,,,,,
577,5/17/16,00:15:00 GMT,BOS,Red Sox,KC,Royals,4,8,,,,,
578,5/17/16,00:15:00 GMT,COL,Rockies,STL,Cardinals,3,1,,,,,
579,5/17/16,01:40:00 GMT,NYY,Yankees,ARI,Diamondbacks,3,5,,,,,
580,5/17/16,02:05:00 GMT,TEX,Rangers,OAK,Athletics,5,8,,,,,
581,5/17/16,02:10:00 GMT,SF,Giants,SD,Padres,5,1,,,,,
582,5/17/16,02:10:00 GMT,LAA,Angels,LAD,Dodgers,1,5,,,,,
583,5/18/16,17:05:00 GMT,MIA,Marlins,PHI,Phillies,2,4,,,,,
584,5/18/16,17:10:00 GMT,MIN,Twins,DET,Tigers,3,6,,,,,
585,5/18/16,18:15:00 GMT,BOS,Red Sox,KC,Royals,2,3,,,,,
586,5/18/16,19:35:00 GMT,TEX,Rangers,OAK,Athletics,1,8,,,,,
587,5/18/16,23:05:00 GMT,ATL,Braves,PIT,Pirates,3,1,,,,,
588,5/18/16,23:05:00 GMT,SEA,Mariners,BAL,Orioles,2,5,,,,,
589,5/18/16,23:07:00 GMT,TB,Rays,TOR,Blue Jays,6,3,,,,,
590,5/18/16,23:10:00 GMT,WAS,Nationals,NYM,Mets,7,1,,,,,
591,5/18/16,23:10:00 GMT,CLE,Indians,CIN,Reds,8,7,,,,,
592,5/18/16,00:10:00 GMT,CHC,Cubs,MIL,Brewers,2,1,,,,,
593,5/18/16,00:10:00 GMT,HOU,Astros,CWS,White Sox,5,3,,,,,
594,5/18/16,00:15:00 GMT,COL,Rockies,STL,Cardinals,0,2,,,,,
595,5/18/16,00:15:00 GMT,BOS,Red Sox,KC,Royals,5,2,,,,,
596,5/18/16,01:40:00 GMT,NYY,Yankees,ARI,Diamondbacks,4,2,,,,,
