,Game Date,Game Time,Away Team Abbr.,Away Team Name,Home Team Abbr.,Home Team Name,Away Score Total,Home Score Total,,Team Abbr.,Stadium Latitude,Stadium Longitude,ÆTime | EST = 0
597,5/18/16,02:05:00 GMT,LAD,Dodgers,LAA,Angels,1,8,,,,,
598,5/18/16,02:10:00 GMT,SF,Giants,SD,Padres,2,1,,,,,
599,5/19/16,16:35:00 GMT,SEA,Mariners,BAL,Orioles,7,2,,,,,
600,5/19/16,17:40:00 GMT,CHC,Cubs,MIL,Brewers,3,5,,,,,
601,5/19/16,23:05:00 GMT,ATL,Braves,PIT,Pirates,2,8,,,,,
602,5/19/16,23:10:00 GMT,CLE,Indians,CIN,Reds,7,2,,,,,
603,5/19/16,23:10:00 GMT,WAS,Nationals,NYM,Mets,9,1,,,,,
604,5/19/16,23:15:00 GMT,COL,Rockies,STL,Cardinals,7,13,,,,,
605,5/19/16,00:10:00 GMT,HOU,Astros,CWS,White Sox,1,2,,,,,
606,5/19/16,00:10:00 GMT,TOR,Blue Jays,MIN,Twins,3,2,,,,,
607,5/19/16,01:10:00 GMT,SF,Giants,SD,Padres,3,1,,,,,
608,5/19/16,02:05:00 GMT,NYY,Yankees,OAK,Athletics,4,1,,,,,
609,5/19/16,02:05:00 GMT,LAD,Dodgers,LAA,Angels,4,7,,,,,
610,5/20/16,23:05:00 GMT,COL,Rockies,PIT,Pirates,1,2,,,,,
611,5/20/16,23:05:00 GMT,ATL,Braves,PHI,Phillies,7,1,,,,,
612,5/20/16,23:10:00 GMT,CLE,Indians,BOS,Red Sox,4,2,,,,,
613,5/20/16,23:10:00 GMT,SEA,Mariners,CIN,Reds,8,3,,,,,
614,5/20/16,23:10:00 GMT,TB,Rays,DET,Tigers,7,5,,,,,
615,5/20/16,23:10:00 GMT,WAS,Nationals,MIA,Marlins,4,1,,,,,
616,5/20/16,23:10:00 GMT,MIL,Brewers,NYM,Mets,2,3,,,,,
617,5/20/16,00:10:00 GMT,TOR,Blue Jays,MIN,Twins,9,3,,,,,
618,5/20/16,00:10:00 GMT,KC,Royals,CWS,White Sox,4,1,,,,,
619,5/20/16,00:10:00 GMT,TEX,Rangers,HOU,Astros,2,1,,,,,
620,5/20/16,00:15:00 GMT,ARI,Diamondbacks,STL,Cardinals,11,7,,,,,
621,5/20/16,01:35:00 GMT,NYY,Yankees,OAK,Athletics,8,3,,,,,
622,5/20/16,02:05:00 GMT,BAL,Orioles,LAA,Angels,9,4,,,,,
623,5/20/16,02:15:00 GMT,CHC,Cubs,SF,Giants,8,1,,,,,
624,5/20/16,02:40:00 GMT,LAD,Dodgers,SD,Padres,6,7,,,,,
625,5/21/16,18:10:00 GMT,KC,Royals,CWS,White Sox,2,1,,,,,
626,5/21/16,18:10:00 GMT,TOR,Blue Jays,MIN,Twins,3,5,,,,,
627,5/21/16,19:05:00 GMT,ATL,Braves,PHI,Phillies,2,0,,,,,
628,5/21/16,20:05:00 GMT,ARI,Diamondbacks,STL,Cardinals,2,6,,,,,
629,5/21/16,20:05:00 GMT,CLE,Indians,BOS,Red Sox,1,9,,,,,
630,5/21/16,20:05:00 GMT,NYY,Yankees,OAK,Athletics,5,1,,,,,
631,5/21/16,20:05:00 GMT,COL,Rockies,PIT,Pirates,5,1,,,,,
632,5/21/16,20:10:00 GMT,TB,Rays,DET,Tigers,4,5,,,,,
633,5/21/16,20:10:00 GMT,SEA,Mariners,CIN,Reds,4,0,,,,,
634,5/21/16,20:10:00 GMT,MIL,Brewers,NYM,Mets,4,5,,,,,
635,5/21/16,23:15:00 GMT,WAS,Nationals,MIA,Marlins,2,3,,,,,
636,5/21/16,23:15:00 GMT,TEX,Rangers,HOU,Astros,2,1,,,,,
637,5/21/16,23:15:00 GMT,CHC,Cubs,SF,Giants,3,5,,,,,
638,5/21/16,02:05:00 GMT,BAL,Orioles,LAA,Angels,3,1,,,,,
639,5/21/16,02:10:00 GMT,LAD,Dodgers,SD,Padres,2,3,,,,,
640,5/22/16,17:10:00 GMT,TB,Rays,DET,Tigers,4,9,,,,,
641,5/22/16,17:10:00 GMT,WAS,Nationals,MIA,Marlins,8,2,,,,,
642,5/22/16,17:10:00 GMT,MIL,Brewers,NYM,Mets,1,3,,,,,
643,5/22/16,17:10:00 GMT,SEA,Mariners,CIN,Reds,5,4,,,,,
644,5/22/16,17:35:00 GMT,ATL,Braves,PHI,Phillies,0,5,,,,,
645,5/22/16,17:35:00 GMT,CLE,Indians,BOS,Red Sox,2,5,,,,,
646,5/22/16,18:10:00 GMT,KC,Royals,CWS,White Sox,2,3,,,,,
647,5/22/16,18:10:00 GMT,TEX,Rangers,HOU,Astros,9,2,,,,,
648,5/22/16,18:10:00 GMT,TOR,Blue Jays,MIN,Twins,3,1,,,,,
649,5/22/16,18:15:00 GMT,ARI,Diamondbacks,STL,Cardinals,7,2,,,,,
650,5/22/16,19:35:00 GMT,BAL,Orioles,LAA,Angels,2,10,,,,,
651,5/22/16,20:05:00 GMT,NYY,Yankees,OAK,Athletics,5,4,,,,,
652,5/22/16,20:40:00 GMT,LAD,Dodgers,SD,Padres,9,5,,,,,
653,5/22/16,00:05:00 GMT,CHC,Cubs,SF,Giants,0,1,,,,,
654,5/23/16,16:35:00 GMT,COL,Rockies,PIT,Pirates,3,6,,,,,
655,5/23/16,17:00:00 GMT,CLE,Indians,CWS,White Sox,5,1,,,,,
656,5/23/16,21:10:00 GMT,CLE,Indians,CWS,White Sox,6,7,,,,,
657,5/23/16,23:05:00 GMT,NYM,Mets,WAS,Nationals,7,1,,,,,
658,5/23/16,23:10:00 GMT,TB,Rays,MIA,Marlins,6,7,,,,,
659,5/23/16,23:10:00 GMT,PHI,Phillies,DET,Tigers,4,5,,,,,
660,5/23/16,00:05:00 GMT,LAA,Angels,TEX,Rangers,2,0,,,,,
661,5/23/16,00:10:00 GMT,KC,Royals,MIN,Twins,10,4,,,,,
662,5/23/16,00:15:00 GMT,CHC,Cubs,STL,Cardinals,3,4,,,,,
663,5/23/16,02:10:00 GMT,CIN,Reds,LAD,Dodgers,0,1,,,,,
664,5/23/16,02:10:00 GMT,OAK,Athletics,SEA,Mariners,5,0,,,,,
665,5/23/16,02:15:00 GMT,SD,Padres,SF,Giants,0,1,,,,,
666,5/24/16,16:10:00 GMT,TB,Rays,MIA,Marlins,4,3,,,,,
667,5/24/16,23:05:00 GMT,NYM,Mets,WAS,Nationals,4,7,,,,,
668,5/24/16,23:05:00 GMT,TOR,Blue Jays,NYY,Yankees,0,6,,,,,
669,5/24/16,23:05:00 GMT,ARI,Diamondbacks,PIT,Pirates,1,12,,,,,
670,5/24/16,23:10:00 GMT,MIL,Brewers,ATL,Braves,2,1,,,,,
671,5/24/16,23:10:00 GMT,COL,Rockies,BOS,Red Sox,3,8,,,,,
672,5/24/16,23:10:00 GMT,CHC,Cubs,STL,Cardinals,12,3,,,,,
673,5/24/16,23:10:00 GMT,PHI,Phillies,DET,Tigers,1,3,,,,,
674,5/24/16,00:05:00 GMT,LAA,Angels,TEX,Rangers,1,4,,,,,
675,5/24/16,00:10:00 GMT,CLE,Indians,CWS,White Sox,6,2,,,,,
676,5/24/16,00:10:00 GMT,KC,Royals,MIN,Twins,7,4,,,,,
677,5/24/16,00:10:00 GMT,BAL,Orioles,HOU,Astros,2,3,,,,,
678,5/24/16,02:10:00 GMT,CIN,Reds,LAD,Dodgers,2,8,,,,,
679,5/24/16,02:10:00 GMT,OAK,Athletics,SEA,Mariners,5,6,,,,,
680,5/24/16,02:15:00 GMT,SD,Padres,SF,Giants,2,8,,,,,
681,5/25/16,17:05:00 GMT,NYM,Mets,WAS,Nationals,2,0,,,,,
682,5/25/16,17:10:00 GMT,PHI,Phillies,DET,Tigers,8,5,,,,,
683,5/25/16,17:10:00 GMT,KC,Royals,MIN,Twins,5,7,,,,,
684,5/25/16,17:45:00 GMT,CHC,Cubs,STL,Cardinals,9,8,,,,,
685,5/25/16,18:05:00 GMT,LAA,Angels,TEX,Rangers,9,15,,,,,
686,5/25/16,18:10:00 GMT,CLE,Indians,CWS,White Sox,4,3,,,,,
687,5/25/16,19:45:00 GMT,SD,Padres,SF,Giants,3,4,,,,,
688,5/25/16,23:05:00 GMT,TOR,Blue Jays,NYY,Yankees,8,4,,,,,
689,5/25/16,23:05:00 GMT,ARI,Diamondbacks,PIT,Pirates,4,5,,,,,
690,5/25/16,23:10:00 GMT,MIL,Brewers,ATL,Braves,3,2,,,,,
691,5/25/16,23:10:00 GMT,COL,Rockies,BOS,Red Sox,3,10,,,,,
692,5/25/16,23:10:00 GMT,MIA,Marlins,TB,Rays,4,3,,,,,
693,5/25/16,00:10:00 GMT,BAL,Orioles,HOU,Astros,3,4,,,,,
694,5/25/16,02:10:00 GMT,CIN,Reds,LAD,Dodgers,1,3,,,,,
695,5/25/16,02:10:00 GMT,OAK,Athletics,SEA,Mariners,3,13,,,,,
696,5/26/16,16:35:00 GMT,ARI,Diamondbacks,PIT,Pirates,3,8,,,,,
697,5/26/16,17:10:00 GMT,MIA,Marlins,TB,Rays,9,1,,,,,
698,5/26/16,20:05:00 GMT,TOR,Blue Jays,NYY,Yankees,3,1,,,,,
699,5/26/16,23:05:00 GMT,STL,Cardinals,WAS,Nationals,1,2,,,,,
700,5/26/16,23:10:00 GMT,MIL,Brewers,ATL,Braves,6,2,,,,,
701,5/26/16,23:10:00 GMT,COL,Rockies,BOS,Red Sox,8,2,,,,,
702,5/26/16,00:10:00 GMT,BAL,Orioles,HOU,Astros,2,4,,,,,
703,5/27/16,18:20:00 GMT,PHI,Phillies,CHC,Cubs,2,6,,,,,
704,5/27/16,23:05:00 GMT,STL,Cardinals,WAS,Nationals,6,2,,,,,
705,5/27/16,23:07:00 GMT,BOS,Red Sox,TOR,Blue Jays,5,7,,,,,
706,5/27/16,23:10:00 GMT,BAL,Orioles,CLE,Indians,6,4,,,,,
707,5/27/16,23:10:00 GMT,LAD,Dodgers,NYM,Mets,5,6,,,,,
708,5/27/16,23:10:00 GMT,NYY,Yankees,TB,Rays,4,1,,,,,
709,5/27/16,23:35:00 GMT,MIA,Marlins,ATL,Braves,2,4,,,,,
710,5/27/16,00:05:00 GMT,PIT,Pirates,TEX,Rangers,9,1,,,,,
711,5/27/16,00:10:00 GMT,CIN,Reds,MIL,Brewers,5,9,,,,,
712,5/27/16,00:15:00 GMT,CWS,White Sox,KC,Royals,5,7,,,,,
713,5/27/16,00:40:00 GMT,SF,Giants,COL,Rockies,2,5,,,,,
714,5/27/16,01:40:00 GMT,SD,Padres,ARI,Diamondbacks,10,3,,,,,
715,5/27/16,02:05:00 GMT,DET,Tigers,OAK,Athletics,4,1,,,,,
716,5/27/16,02:05:00 GMT,HOU,Astros,LAA,Angels,2,7,,,,,
717,5/27/16,02:10:00 GMT,MIN,Twins,SEA,Mariners,7,2,,,,,
718,5/28/16,17:07:00 GMT,BOS,Red Sox,TOR,Blue Jays,9,10,,,,,
719,5/28/16,18:15:00 GMT,CWS,White Sox,KC,Royals,7,8,,,,,
720,5/28/16,18:20:00 GMT,PHI,Phillies,CHC,Cubs,1,4,,,,,
721,5/28/16,20:05:00 GMT,DET,Tigers,OAK,Athletics,3,12,,,,,
722,5/28/16,20:10:00 GMT,SF,Giants,COL,Rockies,10,5,,,,,
723,5/28/16,20:10:00 GMT,MIA,Marlins,ATL,Braves,2,7,,,,,
724,5/28/16,20:10:00 GMT,BAL,Orioles,CLE,Indians,4,11,,,,,
725,5/28/16,20:10:00 GMT,CIN,Reds,MIL,Brewers,7,6,,,,,
726,5/28/16,20:10:00 GMT,NYY,Yankees,TB,Rays,5,9,,,,,
727,5/28/16,23:15:00 GMT,PIT,Pirates,TEX,Rangers,2,5,,,,,
728,5/28/16,23:15:00 GMT,STL,Cardinals,WAS,Nationals,9,4,,,,,
729,5/28/16,23:15:00 GMT,LAD,Dodgers,NYM,Mets,9,1,,,,,
730,5/28/16,02:05:00 GMT,HOU,Astros,LAA,Angels,4,2,,,,,
731,5/28/16,02:10:00 GMT,MIN,Twins,SEA,Mariners,6,5,,,,,
732,5/28/16,02:10:00 GMT,SD,Padres,ARI,Diamondbacks,7,8,,,,,
733,5/29/16,17:07:00 GMT,BOS,Red Sox,TOR,Blue Jays,5,3,,,,,
734,5/29/16,17:10:00 GMT,BAL,Orioles,CLE,Indians,6,4,,,,,
735,5/29/16,17:10:00 GMT,NYY,Yankees,TB,Rays,2,1,,,,,
736,5/29/16,17:35:00 GMT,STL,Cardinals,WAS,Nationals,2,10,,,,,
737,5/29/16,18:10:00 GMT,CIN,Reds,MIL,Brewers,4,5,,,,,
738,5/29/16,18:15:00 GMT,CWS,White Sox,KC,Royals,4,5,,,,,
739,5/29/16,18:20:00 GMT,PHI,Phillies,CHC,Cubs,2,7,,,,,
740,5/29/16,19:05:00 GMT,PIT,Pirates,TEX,Rangers,2,6,,,,,
741,5/29/16,19:35:00 GMT,HOU,Astros,LAA,Angels,8,6,,,,,
742,5/29/16,20:05:00 GMT,DET,Tigers,OAK,Athletics,2,4,,,,,
743,5/29/16,20:10:00 GMT,SF,Giants,COL,Rockies,8,3,,,,,
744,5/29/16,20:10:00 GMT,MIN,Twins,SEA,Mariners,5,4,,,,,
745,5/29/16,20:10:00 GMT,SD,Padres,ARI,Diamondbacks,3,6,,,,,
746,5/29/16,21:05:00 GMT,MIA,Marlins,ATL,Braves,7,3,,,,,
747,5/29/16,00:00:00 GMT,LAD,Dodgers,NYM,Mets,4,2,,,,,
748,5/30/16,17:10:00 GMT,CWS,White Sox,NYM,Mets,0,1,,,,,
749,5/30/16,17:10:00 GMT,SF,Giants,ATL,Braves,3,5,,,,,
750,5/30/16,17:35:00 GMT,BOS,Red Sox,BAL,Orioles,7,2,,,,,
751,5/30/16,18:10:00 GMT,STL,Cardinals,MIL,Brewers,6,0,,,,,
752,5/30/16,20:05:00 GMT,MIN,Twins,OAK,Athletics,2,3,,,,,
753,5/30/16,20:10:00 GMT,SD,Padres,SEA,Mariners,3,9,,,,,
754,5/30/16,20:10:00 GMT,HOU,Astros,ARI,Diamondbacks,8,3,,,,,
755,5/30/16,20:10:00 GMT,CIN,Reds,COL,Rockies,11,8,,,,,
756,5/30/16,21:05:00 GMT,LAD,Dodgers,CHC,Cubs,0,2,,,,,
757,5/30/16,22:10:00 GMT,TEX,Rangers,CLE,Indians,9,2,,,,,
758,5/30/16,23:05:00 GMT,WAS,Nationals,PHI,Phillies,4,3,,,,,
759,5/30/16,23:07:00 GMT,NYY,Yankees,TOR,Blue Jays,2,4,,,,,
760,5/30/16,23:10:00 GMT,PIT,Pirates,MIA,Marlins,10,0,,,,,
761,5/30/16,00:15:00 GMT,TB,Rays,KC,Royals,2,6,,,,,
762,5/30/16,01:05:00 GMT,DET,Tigers,LAA,Angels,1,5,,,,,
763,5/31/16,19:40:00 GMT,HOU,Astros,ARI,Diamondbacks,8,5,,,,,
764,5/31/16,19:40:00 GMT,SD,Padres,SEA,Mariners,4,16,,,,,
765,5/31/16,22:10:00 GMT,TEX,Rangers,CLE,Indians,7,3,,,,,
766,5/31/16,23:05:00 GMT,WAS,Nationals,PHI,Phillies,5,1,,,,,
767,5/31/16,23:05:00 GMT,BOS,Red Sox,BAL,Orioles,6,2,,,,,
768,5/31/16,23:07:00 GMT,NYY,Yankees,TOR,Blue Jays,1,4,,,,,
769,5/31/16,23:10:00 GMT,PIT,Pirates,MIA,Marlins,1,3,,,,,
770,5/31/16,23:10:00 GMT,CWS,White Sox,NYM,Mets,6,4,,,,,
771,5/31/16,23:10:00 GMT,SF,Giants,ATL,Braves,4,0,,,,,
772,5/31/16,00:05:00 GMT,LAD,Dodgers,CHC,Cubs,5,0,,,,,
773,5/31/16,00:10:00 GMT,STL,Cardinals,MIL,Brewers,10,3,,,,,
774,5/31/16,00:15:00 GMT,TB,Rays,KC,Royals,5,10,,,,,
775,5/31/16,00:40:00 GMT,CIN,Reds,COL,Rockies,4,17,,,,,
776,5/31/16,02:05:00 GMT,DET,Tigers,LAA,Angels,9,11,,,,,
777,5/31/16,02:05:00 GMT,MIN,Twins,OAK,Athletics,4,7,,,,,
778,6/1/16,17:10:00 GMT,CWS,White Sox,NYM,Mets,2,1,,,,,
779,6/1/16,17:40:00 GMT,STL,Cardinals,MIL,Brewers,1,3,,,,,
780,6/1/16,19:35:00 GMT,MIN,Twins,OAK,Athletics,1,5,,,,,
781,6/1/16,22:10:00 GMT,TEX,Rangers,CLE,Indians,4,5,,,,,
782,6/1/16,23:05:00 GMT,DET,Tigers,LAA,Angels,3,0,,,,,
783,6/1/16,23:05:00 GMT,BOS,Red Sox,BAL,Orioles,9,13,,,,,
784,6/1/16,23:05:00 GMT,WAS,Nationals,PHI,Phillies,7,2,,,,,
785,6/1/16,23:07:00 GMT,NYY,Yankees,TOR,Blue Jays,0,7,,,,,
786,6/1/16,23:10:00 GMT,PIT,Pirates,MIA,Marlins,2,3,,,,,
787,6/1/16,23:10:00 GMT,SF,Giants,ATL,Braves,4,5,,,,,
788,6/1/16,00:05:00 GMT,LAD,Dodgers,CHC,Cubs,1,2,,,,,
789,6/1/16,00:10:00 GMT,ARI,Diamondbacks,HOU,Astros,4,5,,,,,
790,6/1/16,00:15:00 GMT,TB,Rays,KC,Royals,3,6,,,,,
791,6/1/16,00:40:00 GMT,CIN,Reds,COL,Rockies,7,2,,,,,
792,6/1/16,02:10:00 GMT,SEA,Mariners,SD,Padres,6,14,,,,,
793,6/2/16,16:10:00 GMT,SF,Giants,ATL,Braves,6,0,,,,,
794,6/2/16,18:10:00 GMT,ARI,Diamondbacks,HOU,Astros,3,0,,,,,
795,6/2/16,18:20:00 GMT,LAD,Dodgers,CHC,Cubs,2,7,,,,,
796,6/2/16,23:05:00 GMT,BOS,Red Sox,BAL,Orioles,7,12,,,,,
797,6/2/16,23:05:00 GMT,MIL,Brewers,PHI,Phillies,4,1,,,,,
798,6/2/16,23:10:00 GMT,PIT,Pirates,MIA,Marlins,3,4,,,,,
799,6/2/16,23:10:00 GMT,KC,Royals,CLE,Indians,4,5,,,,,
800,6/2/16,23:40:00 GMT,NYY,Yankees,DET,Tigers,5,4,,,,,
801,6/2/16,00:10:00 GMT,TB,Rays,MIN,Twins,4,6,,,,,
802,6/2/16,00:40:00 GMT,CIN,Reds,COL,Rockies,11,4,,,,,
803,6/2/16,01:10:00 GMT,SEA,Mariners,SD,Padres,16,13,,,,,
804,6/3/16,18:20:00 GMT,ARI,Diamondbacks,CHC,Cubs,0,6,,,,,
805,6/3/16,23:05:00 GMT,NYY,Yankees,BAL,Orioles,5,6,,,,,
806,6/3/16,23:05:00 GMT,LAA,Angels,PIT,Pirates,9,2,,,,,
807,6/3/16,23:05:00 GMT,MIL,Brewers,PHI,Phillies,3,6,,,,,
808,6/3/16,23:10:00 GMT,NYM,Mets,MIA,Marlins,6,2,,,,,
809,6/3/16,23:10:00 GMT,TOR,Blue Jays,BOS,Red Sox,5,2,,,,,
810,6/3/16,23:10:00 GMT,WAS,Nationals,CIN,Reds,2,7,,,,,
811,6/3/16,23:10:00 GMT,KC,Royals,CLE,Indians,1,6,,,,,
812,6/3/16,23:10:00 GMT,CWS,White Sox,DET,Tigers,3,10,,,,,
813,6/3/16,00:05:00 GMT,SEA,Mariners,TEX,Rangers,3,7,,,,,
814,6/3/16,00:10:00 GMT,TB,Rays,MIN,Twins,4,2,,,,,
815,6/3/16,00:10:00 GMT,OAK,Athletics,HOU,Astros,2,12,,,,,
816,6/3/16,00:15:00 GMT,SF,Giants,STL,Cardinals,5,1,,,,,
817,6/3/16,02:10:00 GMT,ATL,Braves,LAD,Dodgers,2,4,,,,,
818,6/3/16,02:40:00 GMT,COL,Rockies,SD,Padres,0,4,,,,,
819,6/4/16,18:20:00 GMT,ARI,Diamondbacks,CHC,Cubs,3,5,,,,,
820,6/4/16,19:05:00 GMT,MIL,Brewers,PHI,Phillies,6,3,,,,,
821,6/4/16,20:05:00 GMT,LAA,Angels,PIT,Pirates,7,8,,,,,
822,6/4/16,20:05:00 GMT,TOR,Blue Jays,BOS,Red Sox,4,6,,,,,
823,6/4/16,20:10:00 GMT,WAS,Nationals,CIN,Reds,3,6,,,,,
824,6/4/16,20:10:00 GMT,NYM,Mets,MIA,Marlins,6,4,,,,,
825,6/4/16,20:10:00 GMT,TB,Rays,MIN,Twins,7,4,,,,,
826,6/4/16,20:10:00 GMT,CWS,White Sox,DET,Tigers,4,7,,,,,
827,6/4/16,20:10:00 GMT,OAK,Athletics,HOU,Astros,5,6,,,,,
828,6/4/16,23:15:00 GMT,KC,Royals,CLE,Indians,1,7,,,,,
829,6/4/16,23:15:00 GMT,NYY,Yankees,BAL,Orioles,8,6,,,,,
830,6/4/16,23:15:00 GMT,SF,Giants,STL,Cardinals,4,7,,,,,
831,6/4/16,01:05:00 GMT,SEA,Mariners,TEX,Rangers,4,10,,,,,
832,6/4/16,02:10:00 GMT,COL,Rockies,SD,Padres,3,4,,,,,
833,6/4/16,02:10:00 GMT,ATL,Braves,LAD,Dodgers,0,4,,,,,
834,6/5/16,17:10:00 GMT,WAS,Nationals,CIN,Reds,10,9,,,,,
835,6/5/16,17:10:00 GMT,NYM,Mets,MIA,Marlins,0,1,,,,,
836,6/5/16,17:10:00 GMT,KC,Royals,CLE,Indians,0,7,,,,,
837,6/5/16,17:10:00 GMT,CWS,White Sox,DET,Tigers,2,5,,,,,
838,6/5/16,17:35:00 GMT,LAA,Angels,PIT,Pirates,5,4,,,,,
839,6/5/16,17:35:00 GMT,NYY,Yankees,BAL,Orioles,1,3,,,,,
840,6/5/16,17:35:00 GMT,TOR,Blue Jays,BOS,Red Sox,5,4,,,,,
841,6/5/16,17:35:00 GMT,MIL,Brewers,PHI,Phillies,1,8,,,,,
842,6/5/16,18:10:00 GMT,TB,Rays,MIN,Twins,7,5,,,,,
843,6/5/16,18:10:00 GMT,OAK,Athletics,HOU,Astros,2,5,,,,,
844,6/5/16,18:20:00 GMT,ARI,Diamondbacks,CHC,Cubs,3,2,,,,,
845,6/5/16,19:05:00 GMT,SEA,Mariners,TEX,Rangers,2,3,,,,,
846,6/5/16,20:10:00 GMT,ATL,Braves,LAD,Dodgers,6,12,,,,,
847,6/5/16,00:05:00 GMT,SF,Giants,STL,Cardinals,3,6,,,,,
848,6/5/16,01:10:00 GMT,COL,Rockies,SD,Padres,10,3,,,,,
849,6/6/16,23:05:00 GMT,LAA,Angels,NYY,Yankees,2,5,,,,,
850,6/6/16,23:05:00 GMT,KC,Royals,BAL,Orioles,1,4,,,,,
851,6/6/16,23:05:00 GMT,CHC,Cubs,PHI,Phillies,6,4,,,,,
852,6/6/16,23:10:00 GMT,TOR,Blue Jays,DET,Tigers,0,11,,,,,
853,6/6/16,00:05:00 GMT,HOU,Astros,TEX,Rangers,5,6,,,,,
854,6/6/16,01:40:00 GMT,TB,Rays,ARI,Diamondbacks,6,4,,,,,
855,6/6/16,02:10:00 GMT,ATL,Braves,SD,Padres,2,7,,,,,
856,6/6/16,02:10:00 GMT,CLE,Indians,SEA,Mariners,3,1,,,,,
857,6/6/16,02:10:00 GMT,COL,Rockies,LAD,Dodgers,6,1,,,,,
858,6/7/16,20:05:00 GMT,NYM,Mets,PIT,Pirates,1,3,,,,,
859,6/7/16,23:05:00 GMT,KC,Royals,BAL,Orioles,1,9,,,,,
860,6/7/16,23:05:00 GMT,CHC,Cubs,PHI,Phillies,2,3,,,,,
861,6/7/16,23:05:00 GMT,LAA,Angels,NYY,Yankees,3,6,,,,,
862,6/7/16,23:10:00 GMT,TOR,Blue Jays,DET,Tigers,2,3,,,,,
863,6/7/16,23:10:00 GMT,STL,Cardinals,CIN,Reds,6,7,,,,,
864,6/7/16,00:05:00 GMT,HOU,Astros,TEX,Rangers,3,4,,,,,
865,6/7/16,00:10:00 GMT,WAS,Nationals,CWS,White Sox,10,5,,,,,
866,6/7/16,00:10:00 GMT,MIA,Marlins,MIN,Twins,4,6,,,,,
867,6/7/16,00:10:00 GMT,OAK,Athletics,MIL,Brewers,4,5,,,,,
868,6/7/16,01:00:00 GMT,NYM,Mets,PIT,Pirates,1,3,,,,,
869,6/7/16,01:40:00 GMT,TB,Rays,ARI,Diamondbacks,0,5,,,,,
870,6/7/16,02:10:00 GMT,ATL,Braves,SD,Padres,3,4,,,,,
871,6/7/16,02:10:00 GMT,CLE,Indians,SEA,Mariners,1,7,,,,,
872,6/7/16,02:10:00 GMT,COL,Rockies,LAD,Dodgers,3,4,,,,,
873,6/7/16,02:15:00 GMT,BOS,Red Sox,SF,Giants,5,3,,,,,
874,6/8/16,17:05:00 GMT,CHC,Cubs,PHI,Phillies,8,1,,,,,
875,6/8/16,17:10:00 GMT,TOR,Blue Jays,DET,Tigers,7,2,,,,,
876,6/8/16,19:40:00 GMT,TB,Rays,ARI,Diamondbacks,6,3,,,,,
877,6/8/16,19:40:00 GMT,ATL,Braves,SD,Padres,4,2,,,,,
878,6/8/16,23:05:00 GMT,KC,Royals,BAL,Orioles,0,4,,,,,
879,6/8/16,23:05:00 GMT,LAA,Angels,NYY,Yankees,6,12,,,,,
880,6/8/16,23:05:00 GMT,NYM,Mets,PIT,Pirates,6,5,,,,,
881,6/8/16,23:10:00 GMT,STL,Cardinals,CIN,Reds,12,7,,,,,
882,6/8/16,00:05:00 GMT,HOU,Astros,TEX,Rangers,3,1,,,,,
883,6/8/16,00:10:00 GMT,WAS,Nationals,CWS,White Sox,11,4,,,,,
884,6/8/16,00:10:00 GMT,MIA,Marlins,MIN,Twins,5,7,,,,,
885,6/8/16,00:10:00 GMT,OAK,Athletics,MIL,Brewers,0,4,,,,,
886,6/8/16,02:10:00 GMT,CLE,Indians,SEA,Mariners,0,5,,,,,
887,6/8/16,02:10:00 GMT,COL,Rockies,LAD,Dodgers,1,0,,,,,
888,6/8/16,02:15:00 GMT,BOS,Red Sox,SF,Giants,1,2,,,,,
889,6/9/16,18:05:00 GMT,HOU,Astros,TEX,Rangers,3,5,,,,,
890,6/9/16,21:10:00 GMT,PIT,Pirates,COL,Rockies,5,11,,,,,
891,6/9/16,23:05:00 GMT,LAA,Angels,NYY,Yankees,3,6,,,,,
892,6/9/16,23:07:00 GMT,BAL,Orioles,TOR,Blue Jays,6,5,,,,,
893,6/9/16,23:10:00 GMT,STL,Cardinals,CIN,Reds,3,2,,,,,
894,6/9/16,00:10:00 GMT,MIA,Marlins,MIN,Twins,10,3,,,,,
895,6/9/16,00:10:00 GMT,NYM,Mets,MIL,Brewers,5,2,,,,,
896,6/9/16,00:10:00 GMT,WAS,Nationals,CWS,White Sox,1,3,,,,,
897,6/9/16,02:10:00 GMT,CLE,Indians,SEA,Mariners,5,3,,,,,
898,6/10/16,23:05:00 GMT,DET,Tigers,NYY,Yankees,0,4,,,,,
899,6/10/16,23:05:00 GMT,PHI,Phillies,WAS,Nationals,6,9,,,,,
900,6/10/16,23:05:00 GMT,STL,Cardinals,PIT,Pirates,9,3,,,,,
901,6/10/16,23:07:00 GMT,BAL,Orioles,TOR,Blue Jays,3,4,,,,,
902,6/10/16,23:10:00 GMT,OAK,Athletics,CIN,Reds,1,2,,,,,
903,6/10/16,23:10:00 GMT,HOU,Astros,TB,Rays,3,4,,,,,
904,6/10/16,23:35:00 GMT,CHC,Cubs,ATL,Braves,1,5,,,,,
905,6/10/16,00:10:00 GMT,BOS,Red Sox,MIN,Twins,8,1,,,,,
906,6/10/16,00:10:00 GMT,NYM,Mets,MIL,Brewers,2,1,,,,,
907,6/10/16,00:10:00 GMT,KC,Royals,CWS,White Sox,5,7,,,,,
908,6/10/16,00:40:00 GMT,SD,Padres,COL,Rockies,7,5,,,,,
909,6/10/16,01:40:00 GMT,MIA,Marlins,ARI,Diamondbacks,8,6,,,,,
